Date	Governorate	District	Sub-District	Male	Female	Age 1	Age 2	Age 3	Age 4	Age 5	Age 6	Age 7	Age 8	Age 9	Age 10	Age 11	Age 12	Age 13	Nutrition 1	Nutrition 2	Nutrition 3	Nutrition 4	Nutrition 5	Nutrition 6	Nutrition 7	Nutrition 8	Nutrition 9	Nutrition 10	Nutrition 11	Nutrition 12	Nutrition 13	Nutrition 14	Nutrition 15	Nutrition 16	Family planning 1	Family planning 2	Family planning 3	Family planning 4	Family planning 5	Family planning 6	Family planning 7	Family planning 8	ANC 1	ANC 2	ANC 3	ANC 4	ANC 5	ANC 6	ANC 7	ANC 8	ANC 9	ANC 10	PNC 1	PNC 2	PNC 3	PNC 4	PNC 5	PNC 6	PNC 7	PNC 8	PNC 9	PNC 10	PNC 11	PNC 12	PNC 13	PNC 14	Newborn 1	Newborn 2	Newborn 3	Newborn 4	Newborn 5	Newborn 6	Newborn 7	Newborn 8	Newborn 9	Newborn 10	Newborn 11	Interventions 1	Interventions 2	Interventions 3	Interventions 4	Interventions 5	Interventions 6	Interventions 7	Interventions 8	BabyServices 1	BabyServices 2	BabyServices 3	BabyServices 4	BabyServices 5	BabyServices 6	BabyServices 7	BabyServices 8	BabyServices 9	BabyServices 10	BabyServices 11	BabyServices 12	BabyServices 13	BabyServices 14	BabyServices 15	BabyServices 16	IMCI 1	IMCI 2	IMCI 3	IMCI 4	IMCI 5	IMCI 6	IMCI 7	IMCI 8	IMCI 9	IMCI 10	IMCI 11	IMCI 12	IMCI 13	IMCI 14	IMCI 15	IMCI 16	IMCI 17	IMCI 18	IMCI 19	IMCI 20	IMCI 21	IMCI 22	IMCI 23	IMCI 24	IMCI 25	IMCI 26	IMCI 27	IMCI 28	IMCI 29	IMCI 30	IMCI 31	IMCI 32	IMCI 33	Surveillance 1	Surveillance 2	Surveillance 3	Surveillance 4	Surveillance 5	Surveillance 6	Surveillance 7	Surveillance 8	Surveillance 9	Surveillance 10	Surveillance 11	Surveillance 12	Surveillance 13	Surveillance 14	Surveillance 15	Malaria 1	Malaria 2	Malaria 3	Malaria 4	Malaria 5	C4D 1	C4D 2	C4D 3	C4D 4	C4D 5	C4D 6	C4D 7	C4D 8	C4D 9	C4D 10	C4D 11	C4D 12	C4D 13	C4D 14	C4D 15	C4D 16	C4D 17	C4D 18	C4D 19	C4D 20	C4D 21	C4D 22	EPI 1	EPI 2	EPI 3	EPI 4	EPI 5	EPI 6	EPI 7	EPI 8	EPI 9	EPI 10	EPI 11	EPI 12	EPI 13	EPI 14	EPI 15	EPI 16	EPI 17	EPI 18	EPI 19	EPI 20	EPI 21	EPI 22	EPI 23	EPI 24	EPI 25	EPI 26	EPI 27	EPI 28	EPI 29	EPI 30	EPI 31	EPI 32	EPI 33	EPI 34	EPI 35	EPI 36	EPI 37	EPI 38	EPI 39	EPI 40	EPI 41	EPI 42	EPI 43	EPI 44	All
01/01/2019	Sa'dah	Majz	Majz	6	6	0	0	0	0	1	0	1	1	1	2	3	3	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	1	4	5	1	2	0	0	0	0	0	1	1	2	5	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161
01/01/2019	Sa'dah	Sahar	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/01/2019	Sa'dah	Majz	Alt Ar Rabi'	72	220	15	20	11	4	7	6	5	7	8	4	12	2	9	0	95	11	3	0	0	0	0	20	25	25	5	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	15	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	11	12	0	0	0	0	15	9	11	4	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	35	7	7	7	7	0	7	0	0	7	0	0	7	0	0	7	0	0	0	7	63	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470
01/01/2019	Sa'dah	Haydan	Maran Wald Ja'shan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/01/2019	Sa'dah	Sahar	Al Azqul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/01/2019	Sa'dah	Haydan	Maran As Sinwan	22	24	3	4	2	2	1	4	3	4	3	13	5	0	2	0	29	4	0	0	0	0	0	4	4	1	2	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	25	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	6	3	0	0	0	0	5	4	6	3	7	3	2	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	7	0	0	0	0	5	16	0	0	0	8	51	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660
01/01/2019	Sa'dah	Sahar	Farwah wa Al Mahadhir	24	22	34	6	6	0	0	2	0	3	1	3	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	7	1	0	0	2	0	0	0	0	0	8	3	2	0	7	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	4	26	15	45	13	9	0	0	12	0	12	45	12	15	10	41	12	21	0	292	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1953
01/01/2019	Sa'dah	Razih	Ash Shawariq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/01/2019	Sa'dah	Sahar	Bani Mu'adh	0	0	0	1	0	0	0	2	3	3	7	3	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	2	2	0	0	0	0	3	1	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	20	12	18	5	9	10	8	21	9	17	19	5	7	14	0	12	25	5	0	216	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385
01/01/2019	Sa'dah	Majz	Majz	15	12	1	6	0	1	1	2	2	4	2	4	3	4	4	0	20	20	5	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6	9	0	0	0	0	0	0	7	4	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511
01/01/2019	Sa'dah	Sahar	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/01/2019	Sa'dah	Majz	Majz	60	122	9	440	18	1	0	0	2	16	10	22	28	15	26	0	73	3	1	0	0	0	4	76	0	8	2	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	4	0	0	3	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	1	1	2	1	2	1	2	2	0	0	4	0	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	10	9	6	0	1	0	0	45	42	9	6	21	10	36	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	54	0	0	16	0	0	0	0	2	0	0	0	0	0	10	26	0	4	2	0	60	628	13	17	0	0	1	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0	0	3	3	0	0	3	0	2	6	8	0	0	0	0	0	0	0	0	0	0	0	2089
01/01/2019	Sa'dah	Haydan	Maran Wald Ja'shan	30	40	3	15	0	5	7	6	9	5	5	6	9	0	0	0	15	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	11	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	2	1	2	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	2	4	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	462
